"","Estimate","Est.Error","Q2.5","Q97.5","Glottocode","Verb_final","Free_word_order","Nominal_case","AUTOTYP_area","Longitude","Latitude","Glottocode2"
"awar1249",0.0972847087172698,0.175376961886329,5.18106910226305e-06,0.664941405830901,"awar1249","1","0","0","N Coast New Guinea",144.836,-4.13554,"awar1249"
"yima1243",0.0973672751974286,0.17451123563892,5.95011094792964e-06,0.667541879830195,"yima1243","0","1","0","N Coast New Guinea",143.572,-4.71731,"yima1243"
"taia1239",0.722993232294899,0.292052490192396,0.0604922331313184,0.999752165205787,"taia1239","1","1","1","N Coast New Guinea",144.506,-4.05047,"taia1239"
"hata1243",0.104448118996642,0.192445790513746,7.56776472402422e-07,0.736130362530685,"hata1243","0","0","0","N Coast New Guinea",134.037,-1.13531,"hata1243"
"sulk1246",0.104651419773318,0.194351369508289,7.85021340527171e-07,0.745775389444558,"sulk1246","0","0","0","N Coast New Guinea",151.891,-5.03471,"sulk1246"
"yare1248",0.0892634135219444,0.179252247453524,4.44016328412711e-07,0.697687203605916,"yare1248","1","0","0","S New Guinea",148.605,-9.50651,"yare1248"
"meya1236",0.0879961033762917,0.177324850105267,4.58384473782061e-07,0.686645833336765,"meya1236","0","0","0","N Coast New Guinea",133.618,-1.18016,"meya1236"
"kwin1241",0.062029578881493,0.136555220964956,3.40373725171314e-07,0.52824872495526,"kwin1241","0","1","0","N Australia",126.562,-14.2515,"kwin1241"
"ngar1284",0.0609738597918526,0.133382581246068,3.19905098911957e-07,0.512634550307412,"ngar1284","0","1","0","N Australia",126.433,-16.4006,"ngar1284"
"amam1246",0.0693398924083264,0.137250228844487,3.68394397917294e-06,0.515595249884319,"amam1246","1","0","0","S New Guinea",146.92,-7.9,"amam1246"
"kuni1267",0.0699066644402283,0.138102981253791,3.82818986100658e-06,0.523983598409777,"kuni1267","1","0","0","S New Guinea",146.908,-8.09371,"kuni1267"
"fuyu1242",0.075355814501526,0.14813344454635,3.52722105991727e-06,0.564998228861438,"fuyu1242","1","0","0","S New Guinea",147.312,-8.6371,"fuyu1242"
"ward1246",0.724376367373091,0.293713425749493,0.057374970778265,0.999821434020621,"ward1246","0","1","1","N Australia",132.604,-15.4155,"ward1246"
"yele1255",0.117298492034085,0.207546369566793,1.04999648558351e-06,0.784865969557517,"yele1255","0","1","0","S New Guinea",154.127,-11.3796,"yele1255"
