"Name","Glottocode","Family_ID","AUTOTYP_area","Nominal_case","Verb_final","Free_word_order","Latitude","Longitude"
"Orowe","orow1242","aust1307","Oceania","0","0","0",-21.6269,165.473
"Santa María Zacatepec Mixtec","sant1436","otom1299","Mesoamerica","0","0","0",16.7003,-97.9484
"Santa María Quiegolani Zapotec","sant1451","otom1299","Mesoamerica","0","0","1",16.033,-96.0486
"Tedaga","teda1241","saha1256","African Savannah","1","1","0",18.0426,14.7717
"Tuki","tuki1240","atla1278","African Savannah","0","0","1",4.64348,11.5353
"Yakkha","yakk1236","sino1245","Indic","1","1","1",27.3714,87.9306
"Narua","yong1270","sino1245","Southeast Asia","0","1","0",27.8,100.9
"Akha","akha1245","sino1245","Southeast Asia","0","1","0",21.2309,100.964
"Au","auuu1241","nucl1708","N Coast New Guinea","0","0","0",-3.53277,142.105
"Babanki","baba1266","atla1278","African Savannah","0","0","0",5.97863,10.2869
"Bamun","bamu1253","atla1278","African Savannah","0","0","0",5.49017,10.8477
"Blang","blan1242","aust1305","Southeast Asia","0","0","0",22.0092,99.7405
"Burushaski","buru1296",NA,"Indic","1","1","0",36.2161,74.8236
"Central Tunebo","cent2150","chib1249","NE South America","1","1","0",6.8867,-72.097
"Chamalal","cham1309","nakh1245","Greater Mesopotamia","1","1","1",42.5024,45.995
"Dampelas","damp1237","aust1307","Oceania","0","0","1",0.70234,120.219
"Emberá-Chamí","embe1262","choc1280","Andean","1","1","0",4.8791,-76.0749
"Isirawa","isir1237","kwer1242","N Coast New Guinea","1","1","0",-1.88775,138.595
"Jur Modo","jurm1239","cent2225","African Savannah","0","0","0",6.03321,29.974
"Kwaza","kwaz1243",NA,"NE South America","1","0","0",-11.6667,-61.1833
"Lendu","lend1245","cent2225","S Africa","0","0","0",2.1898,30.6794
"Makaa","maka1304","atla1278","African Savannah","0","0","0",4.15471,13.0789
"Meta'","meta1238","atla1278","African Savannah","0","0","0",5.88942,9.87416
"Northern Ngbandi","nort2774","atla1278","S Africa","0","0","0",3.56357,21.85251
"Neo-Mandaic","nucl1706","afro1255","Greater Mesopotamia","1","0","1",31.3443,48.8128
"Nupe-Nupe-Tako","nupe1254","atla1278","African Savannah","0","0","0",9.18404,5.40031
"Rembong-Wangka","remb1250","aust1307","Oceania","0","0","0",-8.53361,120.973
"Southern Sama","sout2918","aust1307","Southeast Asia","0","0","0",4.755836,119.483887
"Movono","tang1347","aust1307","Oceania","0","0","0",-15.5643,166.958
"Tikopia","tiko1237","aust1307","Oceania","0","0","0",-12.2766,168.822
"Yareba","yare1248","yare1250","S New Guinea","0","1","0",-9.50651,148.605
"Adzera","adze1240","aust1307","N Coast New Guinea","0","0","0",-6.39394,146.294
"Ghomara","ghom1257","afro1255","N Africa","0","1","1",34.7979,-4.6696
"Kare (Central African Republic)","kare1338","atla1278","African Savannah","0","0","0",7.05641,15.2207
"Makhuwa-Saka","makh1266","atla1278","S Africa","0","0","1",-13.6443,39.5323
"Mang","mang1378","aust1305","Southeast Asia","0","0","0",21.4305,102.133
"Aisi","musa1266","nucl1709","Interior New Guinea","1","1","1",-5.37407,145.197
"Nuer","nuer1246","nilo1247","African Savannah","0","0","1",8.13911,32.3829
"Samba Daka","samb1311","atla1278","African Savannah","0","0","0",8.06905,11.7077
"South Nuaulu","sout2895","aust1307","Oceania","0","0","0",-3.23411,129.148
"Tennet","tenn1246","surm1244","African Savannah","1","0","1",4.91107,32.6307
"Tuscarora","tusc1257","iroq1247","E North America","0","1","1",43.1303,-79.4214
"Are","aree1239","aust1307","S New Guinea","0","1","0",-9.67147,149.999
"Awa-Cuaiquer","awac1239","barb1265","Andean","0","1","0",1.21652,-78.3401
"Bekwarra","bekw1241","atla1278","African Savannah","0","0","0",6.73737,8.86489
"Bilin","bili1260","afro1255","Greater Abyssinia","1","0","1",15.7833,38.3917
"Buglere","bugl1243","chib1249","Mesoamerica","0","1","0",8.57695,-81.25648
"Coeur d'Alene","coeu1236","sali1255","Basin and Plains","0","0","1",47.2958,-116.715
"Dyula","dyul1238","mand1469","African Savannah","0","1","1",10.4536,-4.72007
"Epena","epen1239","choc1280","Andean","1","1","0",4.25877,-77.3566
"Gapapaiwa","gapa1238","aust1307","S New Guinea","0","1","1",-9.73317,149.854
"Kotiria","guan1269","tuca1253","NE South America","1","1","0",1.07554,-69.5705
"Hills Karbi","karb1241","sino1245","Indic","0","1","1",25.7317,93.0462
"Neverver","ling1265","aust1307","Oceania","0","0","0",-16.1986,167.499
"Malayo","mala1522","chib1249","NE South America","1","1","0",10.9286,-73.4056
"Maskelynes","mask1242","aust1307","Oceania","0","0","0",-16.5073,167.818
"Mbara (Chad)","mbar1260","afro1255","African Savannah","0","0","0",10.91,15.54
"Muruwari","muru1266","pama1250","S Australia","1","0","1",-28.9618,146.546
"Mwani","mwan1247","atla1278","S Africa","0","0","1",-12.5821,40.4601
"Obokuitai","obok1239","lake1255","N Coast New Guinea","1","1","0",-2.88029,137.924
"Para Naga","para1302","sino1245","Southeast Asia","1","0","1",26.2072,95.1618
"Urningangg","urni1239","giim1238","N Australia","0","1","1",-13.4766,133.023
"Wandamen","wand1267","aust1307","N Coast New Guinea","0","0","0",-2.25622,133.996
"Western Bru","west2397","aust1305","Southeast Asia","0","0","1",16.4906,104.754
"Arhuaco","arhu1242","chib1249","NE South America","1","1","0",10.7018,-73.6363
"Dawro","dawr1236","gong1255","Greater Abyssinia","1","1","0",6.95,37
"Emae","emae1237","aust1307","Oceania","0","0","0",-17.052,168.399
"Gata'","gata1239","aust1305","Indic","1","1","0",18.6076,82.984
"Jarai","jara1266","aust1307","Southeast Asia","0","0","0",13.6161,107.813
"Kipsigis","kips1239","nilo1247","S Africa","1","0","0",-0.35774,35.258532
"Kola","kola1285","aust1307","Oceania","0","0","1",-5.48833,134.592
"Mundari","mund1320","aust1305","Indic","0","1","1",23.03,85.85
"Nandi","nand1266","nilo1247","S Africa","1","0","1",0.793737,35.408478
"Ngambay","ngam1268","cent2225","African Savannah","0","0","0",8.57051,15.414
"Nokuku","noku1237","aust1307","Oceania","0","0","0",-14.8974,166.603
"Ömie","omie1241","koia1260","S New Guinea","1","1","1",-9.03136,148.107
"Luangiua","onto1237","aust1307","Oceania","0","0","1",-5.49029,159.701
"Panará","pana1307","nucl1710","NE South America","1","0","0",-10.58,-53
"Pawnee","pawn1254","cadd1255","Basin and Plains","0","0","1",36.2862,-96.8937
"Yidiñ","yidi1250","pama1250","N Australia","1","1","1",-17.1332,145.876
"Yulparija","yulp1239","pama1250","S Australia","1","1","1",-18.923519,122.370316
"Zuni","zuni1245",NA,"Basin and Plains","1","1","0",35.0056,-108.782
"Apurinã","apur1254","araw1281","NE South America","0","1","0",-8.21692,-66.7714
"Calderón Highland Quichua","cald1236","quec1387","Andean","1","1","1",-0.36205,-78.2587
"Koireng","koir1240","sino1245","Southeast Asia","1","1","0",25.2857,94.2141
"Kuku-Uwanh","kuku1280","pama1250","N Australia","1","1","1",-14.0756,141.724
"Lambadi","lamb1269","indo1319","Indic","1","1","0",16.5734,76.9717
"Romblomanon","romb1245","aust1307","Oceania","1","0","0",12.4047,122.56
"Santali","sant1410","aust1305","Indic","0","1","1",25.0317,87.8185
"Sara Kaba Náà","sara1321","cent2225","African Savannah","0","0","0",9.39388,19.2566
"Tatana","tata1257","aust1307","Southeast Asia","1","0","0",5.49808,115.553
"Toto","toto1302","sino1245","Indic","1","1","0",26.67,88.975
"Yaeyama","yaey1239","japo1237","N Coast Asia","0","1","0",24.3401,123.801
"Alacatlatzala Mixtec","alac1244","otom1299","Mesoamerica","0","0","0",17.25,-98.58
"Carolinian","caro1242","aust1307","Oceania","1","0","0",15.205,145.765
"Esimbi","esim1238","atla1278","African Savannah","0","0","0",6.50094,9.86936
"Gulf Arabic","gulf1241","afro1255","Greater Mesopotamia","0","0","1",30.17,47.5
"Laal","laal1242",NA,"African Savannah","0","0","0",10.0063,17.6143
"Labu","labu1248","aust1307","N Coast New Guinea","0","0","0",-6.75,146.903
"Maleu-Kilenge","male1289","aust1307","N Coast New Guinea","0","0","0",-5.61613,148.445
"Mangbetu","mang1394","cent2225","S Africa","0","0","0",2.5511,27.0712
"Matbat","matb1237","aust1307","N Coast New Guinea","0","0","0",-1.8801,130.075
"Ngaanyatjarra","ngaa1240","pama1250","S Australia","1","1","0",-25.7514,127.602
"Psikye","psik1239","afro1255","African Savannah","0","0","1",10.677,13.569
"Pukapuka","puka1242","aust1307","Oceania","0","0","0",-10.91,-165.83
"Tanema","tane1237","aust1307","Oceania","0","0","0",-11.68,166.97
"Ticuna","ticu1245","ticu1244","NE South America","0","0","0",-3.66289,-69.8723
"Amahuaca","amah1246","pano1259","NE South America","1","1","0",-10.2012,-72.3208
"Avá-Canoeiro","avac1239","tupi1275","NE South America","1","1","1",-13.6081,-48.1336
"Balangingi","bala1311","aust1307","Oceania","0","0","1",6.011614,121.686646
"Bit","bitt1240","aust1305","Southeast Asia","0","0","0",21.3474,101.916
"Biwat","biwa1243","yuat1252","N Coast New Guinea","1","1","0",-4.39429,143.873
"Iyo","iyoo1238","nucl1709","N Coast New Guinea","0","1","0",-5.84161,146.092
"Khinalug","khin1240","nakh1245","Greater Mesopotamia","1","1","0",41.1801,48.0571
"South-Central Koongo","koon1244","atla1278","S Africa","0","0","0",-5.57722,14.4771
"Kuman","kuma1280","nucl1709","Interior New Guinea","0","1","1",-5.90586,144.977
"Lega-Shabunda","lega1249","atla1278","S Africa","0","0","0",-3.83196,27.1424
"Central Malay","mala1479","aust1307","Southeast Asia","0","0","0",1.85856,103
"Mayangna","maya1285","misu1242","Mesoamerica","0","1","0",14.1259,-84.3439
"Northern Puebla Nahuatl","nort2957","utoa1244","Mesoamerica","0","0","0",20.1356,-97.9814
"Nyakyusa-Ngonde","nyak1260","atla1278","S Africa","0","0","1",-9.71018,33.7763
"Pagu","pagu1249","nort2923","Oceania","0","1","1",1.2134,127.78
"Timugon Murut","timu1262","aust1307","Southeast Asia","0","0","0",5.1796,115.826
"Yuqui","yuqu1240","tupi1275","NE South America","0","1","0",-16.7875,-64.9438
"Baki","baki1244","aust1307","Oceania","0","0","0",-16.7096,168.165
"Balade","bala1316","aust1307","Oceania","0","0","0",-20.25,164.2
"Bargam","barg1252","nucl1709","N Coast New Guinea","0","1","1",-4.8723,145.756
"Lahu Shi","lahu1252","sino1245","Southeast Asia","0","1","0",21.2078,100.97
"Madngele","madn1237","east2374","N Australia","1","1","0",-13.9479,130.6
"Marshallese","mars1254","aust1307","Oceania","0","0","0",8.72,167.73
"Pingelapese","ping1243","aust1307","Oceania","0","0","0",6.20743,160.711
"Western Tlacolula Valley Zapotec","sanj1284","otom1299","Mesoamerica","0","0","1",17.0332,-96.5967
"Sapuan","sapu1248","aust1305","Southeast Asia","0","0","0",15.3692,106.843
"Tera","tera1251","afro1255","African Savannah","0","0","0",11.0376,11.80953
"Washo","wash1253",NA,"California","0","1","0",38.8184,-119.64
"Amis","amis1246","aust1307","Oceania","1","0","0",23.0917,121.348
"Azha","azha1235","sino1245","Southeast Asia","0","1","0",23.9,104.15
"Bobangi","bang1354","atla1278","S Africa","0","0","0",-0.87437,17.227
"Bangru","bang1369","sino1245","Indic","0","1","1",27.95,93.15
"Bokar-Ramo","boka1249","sino1245","Indic","1","1","0",28.61433,94.066429
"Brahui","brah1256","drav1251","Greater Mesopotamia","1","1","0",29.04,66.56
"Caac","caac1237","aust1307","Oceania","0","0","0",-20.4114,164.578
"Cavineña","cavi1250","pano1259","NE South America","1","0","1",-13.3544,-66.6277
"Ekari","ekar1243","nucl1709","S New Guinea","0","1","0",-3.88974,136.018
"Gedaged","geda1237","aust1307","N Coast New Guinea","0","1","0",-5.18175,145.781
"Huba","huba1236","afro1255","African Savannah","0","0","0",10.3544,13.139
"Longgu","long1395","aust1307","Oceania","0","0","1",-9.75258,160.663
"Marithiel","mari1424","west2434","N Australia","1","1","0",-13.8818,130.237
"Nusu","nusu1239","sino1245","Southeast Asia","0","1","0",26.7292,98.8801
"Nuu-chah-nulth","nuuc1236","waka1280","Alaska-Oregon","0","0","1",49.67,-126.67
"Taiap","taia1239",NA,"N Coast New Guinea","1","1","1",-4.05047,144.506
"Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber","tari1263","afro1255","N Africa","0","0","1",34.916974,-3.430616
"Viemo","viem1243","atla1278","African Savannah","0","1","0",10.8429,-3.84128
"West Makian","west2600","nort2923","Oceania","0","0","0",0.45332,127.63
"Western Cham","west2650","aust1307","Southeast Asia","0","0","0",12.4771,104.026
"Wuvulu-Aua","wuvu1239","aust1307","N Coast New Guinea","0","0","1",-1.73938,142.851
"Binandere","bina1277","nucl1709","S New Guinea","1","1","0",-8.37433,147.884
"Bonggi","bong1289","aust1307","Southeast Asia","0","0","1",7.29249,117.174
"Chintang","chhi1245","sino1245","Indic","1","1","1",26.961,87.1899
"Chickasaw","chic1270","musk1252","E North America","1","1","1",34,-88
"Gola","gola1255","atla1278","African Savannah","0","0","0",7.06193,-10.8138
"Jaqaru","jaqa1244","ayma1253","Andean","1","0","1",-12.741939,-75.809231
"Juang","juan1238","aust1305","Indic","1","1","1",21.2606,85.5845
"Kele (Papua New Guinea)","kele1258","aust1307","N Coast New Guinea","0","0","0",-2.09163,147.064
"Bom-Kim","bomk1234","atla1278","African Savannah","0","0","1",9.27518,-11.59696
"Lala-Bisa","lala1264","atla1278","S Africa","0","0","0",-12.945,30.2297
"Lunda","lund1266","atla1278","S Africa","0","0","0",-11.1793,23.8662
"Man Met","manm1238","aust1305","Southeast Asia","0","0","0",22.0743,100.842
"Sanumá","sanu1240","yano1268","NE South America","1","1","0",4.5,-64.5
"Sasak","sasa1249","aust1307","Oceania","0","0","0",-8.58349,116.284
"Tangwang","tang1373","sino1245","Inner Asia","1","1","0",35.803799,103.54273
"Taushiro","taus1253",NA,"NE South America","0","0","0",-3.22497,-75.5603
"Wala","wala1266","aust1307","Oceania","0","0","0",-8.81936,160.741
"Waorani","waor1240",NA,"NE South America","0","0","0",-1.12312,-76.683
"Woun Meu","woun1238","choc1280","Andean","1","1","0",8.5,-78
"Xokleng","xokl1240","nucl1710","SE South America","1","1","0",-26.9217,-49.5886
"Baybayanon","bayb1234","aust1307","Oceania","0","0","1",10.6956,124.8086
"Chara","char1269","gong1255","Greater Abyssinia","0","1","0",6.63946,36.4192
"Glavda","glav1244","afro1255","African Savannah","0","0","1",11.1334,13.8652
"Ho","hooo1248","aust1305","Indic","0","1","1",23.9596,87.1188
"Kanite","kani1286","nucl1709","Interior New Guinea","1","1","1",-6.38841,145.556
"Kara (Central African Republic)","kara1482","cent2225","African Savannah","0","0","0",9.99526,22.9947
"Lelepa","lele1267","aust1307","Oceania","0","0","0",-17.6042,168.202
"Rikbaktsa","rikb1245","nucl1710","NE South America","1","1","0",-11.1887,-58.1942
"Teop","teop1238","aust1307","Oceania","0","0","1",-5.67474,154.971
"Western Neo-Aramaic","west2763","afro1255","Greater Mesopotamia","0","0","1",33.8162,36.484
"Yulu-Binga","yulu1243","cent2225","African Savannah","1","0","0",8.04124,23.6166
"Amara","amar1272","aust1307","N Coast New Guinea","0","0","0",-5.55778,148.68
"Araweté","araw1273","tupi1275","NE South America","0","1","1",-4.90246,-52.5001
"Archi","arch1244","nakh1245","Greater Mesopotamia","1","1","0",42.3239,46.8267
"Baka (Cameroon)","baka1272","atla1278","African Savannah","0","0","0",2.16013,13.7804
"Ganda","gand1255","atla1278","S Africa","0","0","0",0.66884,32.15153
"Kavalan","kava1241","aust1307","Oceania","0","0","1",24.6947,121.645
"Keiga","keig1242","kadu1256","African Savannah","0","0","0",11.2064,29.3889
"Mor (Mor Islands)","morm1235","aust1307","N Coast New Guinea","0","0","0",-2.87055,135.95
"Pamona","pamo1252","aust1307","Oceania","0","0","1",-1.62663,121.268
"Bura-Pabir","bura1292","afro1255","African Savannah","0","0","0",10.4822,12.3007
"Eastern Penan","east2485","aust1307","Southeast Asia","0","0","1",4.5915,114.584
"Eastern Egyptian Bedawi Arabic","east2690","afro1255","Greater Mesopotamia","0","0","1",29.6742,33.6113
"Kanakanavu","kana1286","aust1307","Oceania","0","1","0",23.3235,120.887
"Mikasuki","mika1239","musk1252","E North America","1","1","1",31.5,-84
"Ngbaka Ma'bo","ngba1284","atla1278","S Africa","0","0","0",4,18.12
"Notsi","nots1237","aust1307","N Coast New Guinea","0","0","0",-3.0557,151.661
"Peere","peer1241","atla1278","African Savannah","0","0","0",7.82186,12.2518
"Rerep","rere1240","aust1307","Oceania","0","0","0",-16.2934,167.651
"San Baltazar Loxicha Zapotec","sanb1241","otom1299","Mesoamerica","0","0","0",16.0409,-96.762
"Shuar","shua1257","jiva1245","NE South America","1","1","0",-3.45136,-78.1892
"Teanu","tean1237","aust1307","Oceania","0","0","0",-11.6752,166.868
"North-Central Dargwa","darg1241","nakh1245","Greater Mesopotamia","1","1","1",42.4257,47.4388
"Panare","enap1235","cari1283","NE South America","1","0","1",6.95035,-65.8483
"Jah Hut","jahh1242","aust1305","Southeast Asia","0","0","1",3.67619,102.291
"Nyishi-Hill Miri","nyis1236","sino1245","Indic","1","1","1",27.278263,93.675529
"Gorum-Parenga","pare1266","aust1305","Indic","0","1","1",19.075,83.9723
"Temoaya Otomi","temo1245","otom1299","Mesoamerica","0","0","0",19.6001,-99.6541
"Trinitario-Javeriano-Loretano","trin1274","araw1281","NE South America","0","0","0",-15.3331,-65.4096
"Lovono","vano1237","aust1307","Oceania","0","0","0",-11.6107,166.7984
"Zhaba","zhab1238","sino1245","Southeast Asia","0","0","0",30.7416,100.983
"Awjilah","awji1241","afro1255","N Africa","0","0","1",29.2341,21.1819
"Ilongot","ilon1239","aust1307","Oceania","0","0","0",16.3785,121.547
"Rama","rama1270","chib1249","Mesoamerica","1","1","0",11.5007,-83.8571
"Sa'a","saaa1240","aust1307","Oceania","0","0","0",-9.60258,161.467
"Saposa","sapo1253","aust1307","Oceania","0","0","0",-5.64103,154.732
"Sierra Negra Nahuatl","sier1248","utoa1244","Mesoamerica","0","0","0",18.45,-96.9
"Sora","sora1254","aust1305","Indic","0","1","0",19.1213,84.19
"Tambunan Dusun","tamb1254","aust1307","Southeast Asia","0","0","1",5.68284,116.373
"Woleaian","wole1240","aust1307","Oceania","0","0","0",7.37957,143.916
"Beembe","beem1239","atla1278","S Africa","0","0","0",-3.95895,14.1
"Boloki","bolo1262","atla1278","S Africa","0","0","0",0.83463,18.4555
"Tsafiki","colo1256","barb1265","Andean","1","1","0",-0.21181,-79.2347
"Momu-Fas","fass1245","baib1250","N Coast New Guinea","1","1","0",-3.10868,141.64
"Filomeno Mata Totonac","filo1235","toto1251","Mesoamerica","0","0","0",20.1415,-97.5931
"Hehe","hehe1240","atla1278","S Africa","0","0","0",-7.71572,35.7255
"Holoholo","holo1240","atla1278","S Africa","0","0","0",-5.37545,28.3274
"Idoma","idom1241","atla1278","African Savannah","0","0","0",7.19139,7.71261
"Lusi","lusi1240","aust1307","N Coast New Guinea","0","0","0",-5.55033,149.148
"Misima-Paneati","misi1243","aust1307","S New Guinea","0","1","1",-10.6821,152.696
"Parecís","pare1272","araw1281","NE South America","0","0","1",-14.5929,-57.4059
"Pech","pech1241","chib1249","Mesoamerica","1","1","0",15.8033,-85.558
"Záparo","zapa1253","zapa1251","NE South America","0","0","0",-1.99871,-76.364
"Baram Kayan","bara1370","aust1307","Southeast Asia","0","0","1",3.51211,114.482
"Chamacoco","cham1315","zamu1243","SE South America","0","0","1",-20.5899,-58.2005
"Galela","gale1259","nort2923","Oceania","0","1","1",2.31461,128.44
"Kinaray-a","kina1250","aust1307","Oceania","0","0","0",10.8131,122.297
"Kokata","koka1244","pama1250","S Australia","1","1","0",-29.94,135.55
"Lamang","lama1288","afro1255","African Savannah","0","0","0",11.0243,13.7362
"Lihir","lihi1237","aust1307","N Coast New Guinea","1","0","0",-3.18895,152.606
"Neve'ei","vinm1237","aust1307","Oceania","0","0","0",-16.2253,167.427
"Yakoma","yako1252","atla1278","S Africa","0","0","0",4.1651,22.1702
"Abé","abee1242","atla1278","African Savannah","0","0","0",5.59682,-4.38497
"Arigidi","arig1246","atla1278","African Savannah","0","0","0",7.56324,5.89556
"Hassaniyya","hass1238","afro1255","African Savannah","0","0","0",18.29,-14.11
"Hung","hung1275","aust1305","Southeast Asia","0","0","1",18.7849,104.772
"Karnai","karn1252","aust1307","N Coast New Guinea","0","0","0",-5.74133,147.917
"Miriwung","miri1266","jarr1235","N Australia","0","0","1",-16.3596,128.889
"Northwest Maidu","nort2951","maid1262","California","1","1","0",39.6721,-121.368
"Patep","pate1247","aust1307","Interior New Guinea","0","0","0",-6.91988,146.639
"Arosi","aros1241","aust1307","Oceania","0","0","0",-10.2441,161.432
"Bilibil","bilb1241","aust1307","N Coast New Guinea","1","0","0",-5.26505,145.764
"Cogui","cogu1240","chib1249","NE South America","1","1","0",10.9485,-73.8043
"Mambwe-Lungu","mamb1296","atla1278","S Africa","0","0","0",-8.86817,31.2269
"Mortlockese","mort1237","aust1307","Oceania","0","0","0",5.50735,153.710778
"San Marcos Tlalcoyalco Popoloca","sanm1301","otom1299","Mesoamerica","0","0","0",18.74,-97.5936
"Tinà Sambal","tina1248","aust1307","Oceania","0","0","1",15.5797,120.095
"Tol","toll1241","jica1245","Mesoamerica","1","1","0",14.6686,-87.0372
"Wadjiginy","wadj1254",NA,"N Australia","1","0","1",-12.8596,130.737
"Asu (Tanzania)","asut1235","atla1278","S Africa","0","0","0",-4.17978,37.8323
"Baga Sitemu","baga1272","atla1278","African Savannah","0","0","0",10.4793,-14.4756
"Eleme","elem1253","atla1278","African Savannah","0","0","0",4.72964,7.267
"Ga'anda","gaan1243","afro1255","African Savannah","0","0","1",10.2955,12.6479
"Ibibio","ibib1240","atla1278","African Savannah","0","0","0",5.15279,7.86688
"Kulon-Pazeh","kulo1237","aust1307","Oceania","0","0","1",23.7562,120.976
"Middle Watut","midd1327","aust1307","Interior New Guinea","0","0","0",-6.88249,146.399126
"Sangtam Naga","sang1321","sino1245","Southeast Asia","1","1","0",25.8581,94.6279
"Satawalese","sata1237","aust1307","Oceania","0","0","0",7.36084,147.038
"Yaka (Central African Republic)","yaka1272","atla1278","S Africa","0","0","0",3.6515,17.2713
"Cabécar","cabe1245","chib1249","Mesoamerica","1","1","0",9.67031,-83.4102
"Cheyenne","chey1247","algi1248","Basin and Plains","0","0","1",45.5321,-106.659
"Kyoli","cori1240","atla1278","African Savannah","0","0","0",9.59,8.06
"Jeh","jehh1245","aust1305","Southeast Asia","0","0","1",15.2351,107.753
"Lamboya","lamb1273","aust1307","Oceania","0","0","1",-9.70434,119.344
"Mouk-Aria","mouk1239","aust1307","N Coast New Guinea","0","0","0",-5.71155,149.158
"Nehan","neha1247","aust1307","Oceania","0","0","1",-4.56875,154.2
"Reyesano","reye1240","pano1259","NE South America","0","0","1",-14.8333,-67.0833
"Mekens","saki1248","tupi1275","NE South America","0","1","0",-13.054,-62.0927
"U","uuuu1243","aust1305","Southeast Asia","0","0","0",22.6767,101.772
"Awtuw","awtu1239","sepi1257","N Coast New Guinea","1","1","1",-3.53129,141.928
"Babatana","baba1268","aust1307","Oceania","0","0","0",-7.22281,157.149
"Kanyaki-Kagbaaga-Kajoko Bidyogo","bidy1244","atla1278","African Savannah","0","0","0",11.1097,-16.1497
"Kadazan Dusun","cent2100","aust1307","Southeast Asia","0","0","0",6.02998,116.681
"Kaki Ae","kaki1249",NA,"S New Guinea","1","1","0",-7.9946,145.816
"Baka (South Sudan)","baka1274","cent2225","African Savannah","0","0","0",4.65943,29.59
"Biatah Bidayuh","biat1246","aust1307","Southeast Asia","0","0","1",1.17596,110.254
"Buduma","budu1265","afro1255","African Savannah","0","0","0",13.0692,14.4492
"Cofán","cofa1242",NA,"NE South America","1","1","0",0.276675,-77.0643
"Landoma","land1256","atla1278","African Savannah","0","0","0",10.8753,-14.0895
"Lozi","lozi1239","atla1278","S Africa","0","0","0",-17.7052,24.7398
"Mandinka","mand1436","mand1469","African Savannah","0","1","0",12.8165233333,-15.6539466667
"Mba","mbaa1245","atla1278","S Africa","0","0","0",1.06885,25.143
"Niuean","niue1239","aust1307","Oceania","0","0","0",-19.06,-169.86
"Rungus","rung1259","aust1307","Southeast Asia","0","0","1",6.83989,116.743
"Waropen","waro1242","aust1307","N Coast New Guinea","0","0","0",-2.31142,136.633
"Yao","yaoo1241","atla1278","S Africa","0","0","0",-13.6119,35.2387
"Angosturas Tunebo","ango1257","chib1249","NE South America","1","1","0",6.54198,-71.9212
"Lokono","araw1276","araw1281","NE South America","0","0","1",5.64295,-56.9243
"Awara","awar1248","nucl1709","N Coast New Guinea","1","1","0",-6.16986,146.372
"Chimila","chim1309","chib1249","NE South America","1","0","0",10.1902,-74.2559
"Luchazi","luch1239","atla1278","S Africa","0","0","0",-14.0648,22.2437
"Mamvu","mamv1243","cent2225","S Africa","0","0","0",2.68167,28.9862
"Hausa States Fulfulde","nige1253","atla1278","African Savannah","0","0","0",10.9972,11.1188
"Tagal Murut","taga1273","aust1307","Southeast Asia","0","0","1",4.42907,116.177
"Yámana","yama1264",NA,"SE South America","1","0","0",-55.2748,-68.2648
"Kemezung","keme1240","atla1278","African Savannah","0","0","0",6.69577,10.4984
"Komo (Democratic Republic of Congo)","komo1260","atla1278","S Africa","0","0","0",-0.76333,26.7144
"Lamogai","lamo1244","aust1307","N Coast New Guinea","0","0","0",-5.87071,149.321
"Mwan","mwan1250","mand1469","African Savannah","0","1","0",7.87533,-5.94577
"Northwest Gbaya","nort2775","atla1278","African Savannah","0","0","0",5.9503,15.2569
"Nzakambay","nzak1246","atla1278","African Savannah","0","0","0",7.66745,15.6675
"Hatang Kayi","remo1247","aust1307","Oceania","0","0","0",14.6254,121.453
"Selayar","sela1260","aust1307","Oceania","0","0","1",-6.10145,120.496
"Toma","toma1245","mand1469","African Savannah","0","1","0",8.20383,-9.23439
"Uduk","uduk1239","koma1264","Greater Abyssinia","1","0","1",9.16012,34.2293
"Bambam","bamb1270","aust1307","Oceania","0","0","0",-3.02759,119.201
"Bila","bila1255","atla1278","S Africa","0","0","0",1.16839,28.7626
"Buhutu","buhu1237","aust1307","S New Guinea","0","1","0",-10.5074,150.18
"Eastern Bru","east2332","aust1305","Southeast Asia","0","0","0",17.1311,105.671
"Kresh-Woro","gbay1288","kres1240","African Savannah","0","0","0",8.43391,25
"Libinza","libi1244","atla1278","S Africa","0","0","0",1.97729,18.8886
"Mafea","mafe1237","aust1307","Oceania","0","0","0",-15.4316,167.241
"Matumbi","matu1259","atla1278","S Africa","0","0","1",-8.53734,39.0409
"Wolof","nucl1347","atla1278","African Savannah","0","0","0",15.2534,-15.383
"Pangutaran Sama","pang1291","aust1307","Oceania","0","0","1",6.27167,120.536
"Pular","pula1262","atla1278","African Savannah","0","0","0",12.1826,-12.7338
"Siamou","siam1242",NA,"African Savannah","0","1","0",10.998,-4.92143
"Sizang Chin","siyi1240","sino1245","Southeast Asia","1","0","1",23.8192,93.6884
"Wagaya","waga1260","pama1250","S Australia","1","0","0",-20.329,137.623
"Wik-Mungkan","wikm1247","pama1250","N Australia","1","0","0",-13.98051,141.81611
"Isthmus-Pajapan Nahuatl","isth1241","utoa1244","Mesoamerica","0","0","0",18.2513,-94.6647
"Korku","kork1243","aust1305","Indic","1","1","1",21.8358,77.5541
"Maasina Fulfulde","maas1239","atla1278","African Savannah","0","0","0",11.1324,-3.64763
"Raute","raut1239","sino1245","Indic","1","1","0",28.9518,81.1617
"Ugong","ugon1239","sino1245","Southeast Asia","0","1","0",14.2408,100.098
"Zulgo-Gemzek","zulg1242","afro1255","African Savannah","0","0","0",10.827,14.0578
